x_values,total_1,total_2
4773,5800,3873
4774,5805,3878
4775,5812,3876
4776,5816,3882
4777,5822,3888
4778,5823,3888
4779,5822,3894
4780,5821,3893
4781,5826,3897
4782,5822,3898
4783,5828,3901
4784,5836,3900
4785,5834,3896
4786,5841,3897
4787,5839,3902
4788,5841,3902
4789,5843,3905
4790,5849,3906
4791,5849,3908
4792,5848,3906
4793,5854,3906
4794,5860,3911
4795,5855,3915
4796,5860,3911
4797,5867,3914
4798,5866,3919
4799,5871,3921
4800,5869,3917
4801,5863,3913
4802,5863,3919
4803,5869,3922
4804,5863,3928
4805,5867,3931
4806,5861,3929
4807,5867,3929
4808,5862,3926
4809,5869,3921
4810,5871,3918
4811,5869,3924
4812,5864,3921
4813,5866,3917
4814,5864,3917
4815,5866,3918
4816,5871,3919
4817,5877,3916
4818,5882,3917
4819,5880,3912
4820,5880,3916
4821,5885,3918
4822,5881,3914
4823,5878,3918
4824,5876,3923
4825,5873,3923
4826,5871,3926
4827,5868,3923
4828,5870,3920
4829,5867,3923
4830,5872,3921
4831,5875,3920
4832,5872,3915
4833,5879,3915
4834,5873,3919
4835,5874,3914
4836,5881,3910
4837,5878,3909
4838,5881,3905
4839,5887,3910
4840,5888,3907
4841,5894,3912
4842,5900,3917
4843,5900,3917
4844,5894,3918
4845,5901,3913
4846,5896,3919
4847,5896,3925
4848,5897,3928
4849,5897,3923
4850,5905,3929
4851,5902,3926
4852,5902,3929
4853,5906,3931
4854,5903,3933
4855,5901,3933
4856,5908,3934
4857,5913,3934
4858,5919,3938
4859,5919,3939
4860,5920,3937
4861,5925,3941
4862,5928,3946
4863,5924,3952
4864,5928,3954
4865,5928,3950
4866,5927,3953
4867,5934,3949
4868,5940,3948
4869,5947,3954
4870,5950,3956
4871,5952,3962
4872,5959,3965
4873,5958,3963
4874,5960,3964
4875,5967,3962
4876,5970,3963
4877,5970,3960
4878,5969,3966
4879,5967,3963
4880,5968,3965
4881,5967,3963
4882,5964,3964
4883,5964,3965
4884,5961,3964
4885,5956,3965
4886,5960,3961
4887,5954,3964
4888,5954,3970
4889,5955,3968
4890,5957,3973
4891,5960,3969
4892,5962,3964
4893,5968,3960
4894,5971,3955
4895,5966,3961
4896,5971,3958
4897,5967,3957
4898,5975,3957
4899,5977,3961
4900,5977,3961
4901,5971,3967
4902,5968,3964
4903,5969,3964
4904,5967,3965
4905,5966,3967
4906,5968,3972
4907,5965,3968
4908,5973,3966
4909,5972,3971
4910,5971,3968
4911,5978,3973
4912,5972,3974
4913,5978,3979
4914,5985,3975
4915,5985,3973
4916,5980,3979
4917,5977,3985
4918,5971,3985
4919,5975,3987
4920,5971,3985
4921,5978,3986
4922,5972,3983
4923,5969,3987
4924,5977,3989
4925,5980,3991
4926,5984,3991
4927,5990,3993
4928,5995,3995
4929,5993,3994
4930,5987,3996
4931,5982,4002
4932,5979,4005
4933,5979,4006
4934,5975,4010
4935,5971,4016
4936,5973,4021
4937,5978,4026
4938,5973,4021
4939,5968,4017
4940,5965,4012
4941,5968,4017
4942,5968,4015
4943,5976,4017
4944,5984,4021
4945,5978,4019
4946,5982,4024
4947,5985,4030
4948,5993,4033
4949,6001,4029
4950,5995,4034
4951,5989,4030
4952,5984,4034
4953,5978,4030
4954,5979,4025
4955,5977,4030
4956,5977,4029
4957,5971,4026
4958,5968,4028
4959,5974,4023
4960,5976,4022
4961,5973,4028
4962,5978,4025
4963,5984,4026
4964,5980,4025
4965,5983,4025
4966,5988,4022
4967,5996,4018
4968,5998,4015
4969,5995,4019
4970,5997,4014
4971,5995,4020
4972,6000,4020
4973,6008,4018
4974,6011,4013
4975,6007,4012
4976,6007,4008
4977,6012,4009
4978,6017,4007
4979,6022,4005
4980,6016,4004
4981,6012,4009
4982,6007,4006
4983,6009,4007
4984,6013,4003
4985,6014,3999
4986,6022,3995
4987,6022,3991
4988,6021,3995
4989,6027,3998
4990,6025,4003
4991,6024,4007
4992,6025,4004
4993,6019,4001
4994,6019,3997
4995,6015,3992
4996,6017,3989
4997,6022,3987
4998,6018,3984
4999,6017,3982
5000,6024,3987
5001,6029,3983
5002,6036,3987
5003,6042,3983
5004,6050,3989
5005,6054,3991
5006,6049,3997
5007,6053,3994
5008,6049,3990
5009,6045,3988
5010,6051,3990
5011,6059,3985
5012,6055,3986
5013,6055,3989
5014,6060,3993
5015,6064,3997
5016,6062,3992
5017,6065,3995
5018,6065,3992
5019,6070,3997
5020,6070,3993
5021,6073,3999
5022,6068,3999
5023,6063,4005
5024,6059,4002
5025,6056,4001
5026,6054,4005
5027,6053,4011
5028,6051,4017
5029,6049,4013
5030,6043,4019
5031,6048,4020
5032,6054,4023
5033,6060,4019
5034,6063,4018
5035,6066,4018
5036,6066,4019
5037,6065,4019
5038,6068,4022
5039,6076,4024
5040,6076,4020
5041,6072,4025
5042,6072,4022
5043,6070,4020
5044,6068,4026
5045,6076,4021
5046,6071,4021
5047,6068,4022
5048,6066,4026
5049,6073,4028
5050,6074,4032
5051,6072,4030
5052,6078,4025
5053,6079,4021
5054,6078,4027
5055,6082,4029
5056,6080,4029
5057,6085,4026
5058,6093,4023
5059,6095,4019
5060,6100,4021
5061,6107,4018
5062,6114,4016
5063,6109,4020
5064,6110,4019
5065,6114,4019
5066,6114,4016
5067,6113,4021
5068,6117,4021
5069,6123,4016
5070,6129,4016
5071,6130,4018
5072,6137,4018
5073,6139,4024
5074,6145,4024
5075,6151,4028
5076,6159,4025
5077,6160,4020
5078,6158,4024
5079,6160,4028
5080,6161,4032
5081,6167,4036
5082,6170,4038
5083,6178,4037
5084,6184,4036
5085,6184,4038
5086,6184,4038
5087,6179,4039
5088,6174,4036
5089,6169,4038
5090,6168,4044
5091,6167,4040
5092,6169,4040
5093,6177,4043
5094,6174,4045
5095,6173,4042
5096,6172,4037
5097,6174,4040
5098,6181,4041
5099,6187,4036
5100,6188,4038
5101,6187,4033
5102,6191,4033
5103,6189,4038
5104,6190,4043
5105,6187,4047
5106,6181,4046
5107,6187,4051
5108,6182,4050
5109,6181,4046
5110,6177,4047
5111,6185,4052
5112,6183,4054
5113,6187,4051
5114,6195,4047
5115,6193,4044
5116,6191,4041
5117,6190,4038
5118,6194,4035
5119,6188,4033
5120,6188,4035
5121,6183,4040
5122,6183,4039
5123,6188,4036
5124,6190,4031
5125,6188,4026
5126,6193,4023
5127,6194,4020
5128,6195,4017
5129,6195,4018
5130,6189,4021
5131,6188,4021
5132,6184,4018
5133,6183,4019
5134,6178,4017
5135,6186,4014
5136,6187,4017
5137,6195,4017
5138,6195,4023
5139,6200,4019
5140,6200,4015
5141,6204,4019
5142,6201,4015
5143,6206,4018
5144,6209,4020
5145,6210,4026
5146,6207,4031
5147,6209,4034
5148,6205,4035
5149,6206,4039
5150,6212,4035
5151,6212,4038
5152,6213,4036
5153,6219,4037
5154,6215,4036
5155,6222,4037
5156,6224,4043
5157,6220,4043
5158,6216,4038
5159,6216,4040
5160,6211,4035
5161,6217,4037
5162,6225,4033
5163,6222,4035
5164,6226,4032
5165,6223,4037
5166,6223,4038
5167,6226,4040
5168,6229,4044
5169,6235,4039
5170,6232,4035
5171,6227,4030
5172,6223,4035
5173,6228,4034
5174,6223,4040
5175,6229,4045
5176,6224,4042
5177,6220,4043
5178,6214,4045
5179,6213,4041
5180,6207,4043
5181,6205,4038
5182,6204,4036
5183,6204,4036
5184,6207,4035
5185,6214,4032
5186,6210,4030
5187,6215,4031
5188,6221,4031
5189,6218,4029
5190,6219,4032
5191,6225,4028
5192,6226,4033
5193,6231,4034
5194,6234,4030
5195,6238,4026
5196,6244,4022
5197,6249,4026
5198,6250,4029
5199,6252,4034
5200,6257,4029
5201,6264,4033
5202,6259,4028
5203,6259,4026
5204,6258,4024
5205,6261,4022
5206,6266,4022
5207,6273,4017
5208,6280,4020
5209,6276,4022
5210,6284,4020
5211,6280,4026
5212,6280,4023
5213,6285,4023
5214,6283,4025
5215,6277,4023
5216,6282,4029
5217,6284,4031
5218,6280,4031
5219,6281,4034
5220,6283,4029
5221,6280,4025
5222,6286,4026
5223,6288,4022
5224,6288,4018
5225,6291,4024
5226,6297,4024
5227,6296,4027
5228,6301,4032
5229,6304,4033
5230,6299,4029
5231,6294,4033
5232,6300,4029
5233,6299,4035
5234,6307,4030
5235,6313,4026
5236,6316,4028
5237,6310,4033
5238,6305,4030
5239,6305,4030
5240,6305,4027
5241,6306,4031
5242,6307,4037
5243,6308,4033
5244,6307,4029
5245,6307,4025
5246,6315,4020
5247,6318,4015
5248,6313,4011
5249,6320,4014
5250,6316,4017
5251,6321,4017
5252,6316,4018
5253,6317,4018
5254,6313,4019
5255,6319,4024
5256,6316,4022
5257,6318,4018
5258,6315,4013
5259,6317,4019
5260,6313,4022
5261,6319,4025
5262,6313,4028
5263,6309,4023
5264,6311,4019
5265,6305,4023
5266,6301,4027
5267,6296,4027
5268,6292,4030
5269,6299,4025
5270,6296,4024
5271,6302,4026
5272,6308,4027
5273,6311,4023
5274,6306,4025
5275,6314,4031
5276,6314,4031
5277,6317,4028
5278,6312,4023
5279,6316,4024
5280,6322,4019
5281,6325,4015
5282,6331,4012
5283,6334,4013
5284,6339,4014
5285,6345,4015
5286,6349,4015
5287,6345,4011
5288,6353,4017
5289,6357,4021
5290,6356,4020
5291,6360,4024
5292,6366,4028
5293,6364,4025
5294,6361,4024
5295,6360,4026
5296,6355,4032
5297,6354,4036
5298,6352,4034
5299,6349,4035
5300,6348,4031
5301,6354,4027
5302,6352,4025
5303,6360,4026
5304,6356,4027
5305,6357,4029
5306,6361,4028
5307,6361,4025
5308,6357,4029
5309,6360,4035
5310,6362,4035
5311,6368,4041
5312,6365,4036
5313,6369,4031
5314,6368,4028
5315,6362,4027
5316,6364,4031
5317,6359,4037
5318,6362,4033
5319,6361,4035
5320,6355,4034
5321,6355,4033
5322,6357,4038
5323,6364,4039
5324,6370,4040
5325,6377,4041
5326,6376,4041
5327,6375,4041
5328,6376,4040
5329,6372,4043
5330,6369,4043
5331,6376,4038
5332,6383,4044
5333,6383,4050
5334,6390,4048
5335,6384,4049
5336,6389,4052
5337,6394,4058
5338,6395,4054
5339,6394,4055
5340,6392,4055
5341,6394,4052
5342,6400,4049
5343,6402,4049
5344,6398,4052
5345,6393,4050
5346,6392,4055
5347,6400,4059
5348,6401,4062
5349,6404,4061
5350,6398,4059
5351,6393,4063
5352,6399,4062
5353,6407,4059
5354,6411,4055
5355,6405,4055
5356,6412,4061
5357,6419,4058
5358,6421,4054
5359,6424,4055
5360,6419,4056
5361,6423,4055
5362,6419,4056
5363,6427,4052
5364,6433,4049
5365,6431,4048
5366,6425,4054
5367,6423,4060
5368,6417,4063
5369,6422,4062
5370,6427,4061
5371,6433,4063
5372,6431,4058
5373,6438,4056
5374,6445,4054
5375,6450,4059
5376,6458,4058
5377,6455,4059
5378,6449,4064
5379,6449,4061
5380,6454,4065
5381,6449,4064
5382,6444,4068
5383,6447,4070
5384,6452,4070
5385,6446,4076
5386,6454,4072
5387,6450,4078
5388,6450,4078
5389,6452,4076
5390,6460,4077
5391,6459,4072
5392,6466,4076
5393,6473,4073
5394,6470,4069
5395,6478,4067
5396,6473,4068
5397,6478,4070
5398,6479,4065
5399,6487,4066
5400,6494,4067
5401,6500,4063
5402,6495,4067
5403,6502,4066
5404,6507,4070
5405,6508,4069
5406,6503,4071
5407,6501,4066
5408,6500,4067
5409,6503,4072
5410,6511,4076
5411,6514,4074
5412,6511,4077
5413,6508,4083
5414,6504,4085
5415,6499,4089
5416,6495,4088
5417,6501,4089
5418,6498,4089
5419,6503,4089
5420,6503,4091
5421,6497,4087
5422,6502,4091
5423,6506,4097
5424,6503,4101
5425,6498,4100
5426,6492,4097
5427,6492,4093
5428,6492,4094
5429,6498,4097
5430,6506,4092
5431,6508,4091
5432,6511,4096
5433,6505,4094
5434,6502,4100
5435,6499,4099
5436,6497,4096
5437,6493,4094
5438,6490,4100
5439,6489,4105
5440,6490,4109
5441,6491,4106
5442,6494,4104
5443,6497,4100
5444,6500,4106
5445,6499,4110
5446,6499,4116
5447,6495,4118
5448,6491,4122
5449,6491,4122
5450,6492,4127
5451,6486,4132
5452,6488,4131
5453,6488,4127
5454,6493,4122
5455,6488,4127
5456,6483,4130
5457,6485,4136
5458,6491,4137
5459,6497,4133
5460,6496,4133
5461,6494,4133
5462,6498,4134
5463,6502,4129
5464,6497,4129
5465,6494,4134
5466,6495,4135
5467,6496,4139
5468,6496,4134
5469,6494,4131
5470,6493,4132
5471,6500,4129
5472,6495,4124
5473,6491,4130
5474,6493,4127
5475,6492,4123
5476,6496,4121
5477,6495,4122
5478,6491,4127
5479,6493,4129
5480,6498,4133
5481,6496,4132
5482,6503,4137
5483,6497,4139
5484,6504,4145
5485,6498,4142
5486,6502,4145
5487,6503,4148
5488,6505,4154
5489,6503,4149
5490,6503,4148
5491,6507,4151
5492,6505,4153
5493,6503,4159
5494,6501,4162
5495,6501,4160
5496,6501,4159
5497,6502,4161
5498,6496,4167
5499,6502,4171
5500,6505,4172
5501,6506,4174
5502,6510,4171
5503,6514,4172
5504,6512,4168
5505,6513,4167
5506,6508,4166
5507,6516,4165
5508,6523,4161
5509,6529,4156
5510,6529,4162
5511,6523,4162
5512,6519,4163
5513,6524,4167
5514,6531,4169
5515,6534,4168
5516,6532,4172
5517,6538,4176
5518,6538,4177
5519,6544,4183
5520,6551,4187
5521,6557,4182
5522,6553,4180
5523,6560,4185
5524,6561,4180
5525,6565,4180
5526,6560,4183
5527,6566,4182
5528,6560,4180
5529,6563,4182
5530,6562,4183
5531,6561,4183
5532,6563,4179
5533,6563,4175
5534,6561,4179
5535,6562,4174
5536,6556,4180
5537,6564,4178
5538,6563,4177
5539,6569,4179
5540,6567,4177
5541,6567,4176
5542,6561,4177
5543,6561,4179
5544,6555,4177
5545,6558,4176
5546,6554,4172
5547,6552,4168
5548,6553,4167
5549,6559,4169
5550,6566,4168
5551,6570,4166
5552,6578,4172
5553,6581,4174
5554,6578,4175
5555,6576,4172
5556,6580,4178
5557,6584,4184
5558,6585,4189
5559,6589,4187
5560,6585,4187
5561,6583,4190
5562,6583,4189
5563,6583,4189
5564,6583,4190
5565,6582,4190
5566,6577,4190
5567,6580,4196
5568,6584,4199
5569,6583,4203
5570,6589,4201
5571,6586,4196
5572,6592,4196
5573,6588,4198
5574,6591,4195
5575,6585,4195
5576,6582,4194
5577,6579,4196
5578,6585,4194
5579,6585,4192
5580,6580,4190
5581,6577,4193
5582,6579,4188
5583,6585,4183
5584,6589,4181
5585,6585,4179
5586,6581,4184
5587,6582,4180
5588,6576,4177
5589,6582,4182
5590,6584,4181
5591,6580,4187
5592,6574,4186
5593,6582,4191
5594,6576,4188
5595,6577,4186
5596,6574,4190
5597,6578,4193
5598,6582,4188
5599,6586,4183
5600,6593,4185
5601,6588,4190
5602,6590,4192
5603,6594,4191
5604,6597,4191
5605,6598,4196
5606,6601,4200
5607,6597,4199
5608,6592,4201
5609,6595,4197
5610,6595,4203
5611,6595,4205
5612,6596,4203
5613,6596,4205
5614,6594,4211
5615,6593,4215
5616,6589,4212
5617,6591,4209
5618,6593,4213
5619,6595,4216
5620,6600,4215
5621,6607,4210
5622,6601,4216
5623,6595,4220
5624,6601,4215
5625,6600,4220
5626,6596,4217
5627,6604,4222
5628,6598,4222
5629,6597,4227
5630,6595,4230
5631,6595,4229
5632,6599,4228
5633,6597,4224
5634,6596,4229
5635,6601,4234
5636,6599,4240
5637,6594,4246
5638,6588,4246
5639,6592,4244
5640,6592,4250
5641,6591,4255
5642,6589,4261
5643,6588,4263
5644,6586,4267
5645,6587,4269
5646,6587,4264
5647,6587,4268
5648,6594,4268
5649,6588,4266
5650,6596,4265
5651,6591,4270
5652,6586,4276
5653,6584,4282
5654,6584,4279
5655,6590,4282
5656,6590,4286
5657,6596,4285
5658,6597,4287
5659,6598,4286
5660,6603,4289
5661,6610,4289
5662,6610,4288
5663,6605,4290
5664,6610,4291
5665,6609,4287
5666,6607,4290
5667,6610,4286
5668,6615,4292
5669,6617,4292
5670,6614,4290
5671,6614,4294
5672,6619,4290
5673,6618,4293
5674,6615,4290
5675,6618,4287
5676,6625,4288
5677,6630,4294
5678,6636,4294
5679,6638,4291
5680,6632,4286
5681,6627,4286
5682,6624,4284
5683,6620,4284
5684,6621,4289
5685,6615,4284
5686,6615,4285
5687,6617,4288
5688,6614,4284
5689,6622,4290
5690,6616,4285
5691,6610,4283
5692,6617,4279
5693,6613,4277
5694,6613,4281
5695,6615,4279
5696,6615,4276
5697,6620,4272
5698,6617,4273
5699,6614,4272
5700,6622,4268
5701,6618,4274
5702,6620,4278
5703,6628,4284
5704,6623,4284
5705,6626,4281
5706,6620,4278
5707,6617,4279
5708,6623,4278
5709,6628,4274
5710,6633,4279
5711,6636,4274
5712,6636,4280
5713,6634,4282
5714,6632,4287
5715,6631,4284
5716,6627,4287
5717,6624,4284
5718,6632,4284
5719,6637,4281
5720,6633,4285
5721,6627,4283
5722,6631,4280
5723,6634,4285
5724,6632,4281
5725,6632,4282
5726,6640,4277
5727,6634,4280
5728,6634,4278
5729,6630,4280
5730,6634,4282
5731,6628,4278
5732,6629,4280
5733,6637,4275
5734,6640,4273
5735,6647,4279
5736,6646,4282
5737,6644,4286
5738,6638,4286
5739,6634,4283
5740,6628,4278
5741,6631,4279
5742,6638,4281
5743,6642,4280
5744,6637,4283
5745,6633,4288
5746,6641,4290
5747,6645,4291
5748,6651,4290
5749,6651,4290
5750,6654,4291
5751,6661,4297
5752,6663,4298
5753,6670,4299
5754,6670,4296
5755,6673,4296
5756,6678,4302
5757,6685,4305
5758,6686,4304
5759,6684,4302
5760,6691,4298
5761,6697,4295
5762,6705,4300
5763,6703,4301
5764,6701,4299
5765,6700,4296
5766,6707,4302
5767,6705,4299
5768,6712,4295
5769,6709,4290
5770,6704,4288
5771,6700,4285
5772,6701,4283
5773,6699,4278
5774,6695,4279
5775,6699,4284
5776,6706,4281
5777,6704,4276
5778,6700,4272
5779,6704,4274
5780,6702,4275
5781,6701,4277
5782,6704,4279
5783,6701,4278
5784,6705,4273
5785,6702,4271
5786,6703,4275
5787,6699,4281
5788,6705,4277
5789,6707,4274
5790,6709,4270
5791,6703,4270
5792,6703,4270
5793,6697,4268
5794,6697,4263
5795,6692,4264
5796,6689,4265
5797,6687,4265
5798,6690,4266
5799,6686,4269
5800,6683,4271
5801,6687,4268
5802,6683,4265
5803,6683,4265
5804,6679,4260
5805,6677,4263
5806,6671,4268
5807,6666,4270
5808,6660,4275
5809,6659,4270
5810,6663,4265
5811,6663,4264
5812,6664,4269
5813,6659,4265
5814,6661,4262
5815,6666,4262
5816,6668,4257
5817,6675,4256
5818,6683,4252
5819,6682,4254
5820,6687,4260
5821,6693,4265
5822,6694,4268
5823,6700,4266
5824,6700,4265
5825,6700,4260
5826,6694,4257
5827,6698,4252
5828,6702,4248
5829,6706,4249
5830,6712,4246
5831,6713,4248
5832,6709,4248
5833,6716,4246
5834,6711,4244
5835,6707,4248
5836,6710,4244
5837,6716,4247
5838,6714,4247
5839,6721,4252
5840,6717,4255
5841,6714,4260
5842,6717,4257
5843,6725,4256
5844,6730,4261
5845,6727,4262
5846,6728,4266
5847,6733,4266
5848,6729,4265
5849,6737,4260
5850,6742,4257
5851,6745,4257
5852,6751,4262
5853,6746,4265
5854,6743,4265
5855,6738,4265
5856,6739,4269
5857,6745,4265
5858,6753,4268
5859,6756,4269
5860,6754,4272
5861,6761,4275
5862,6763,4276
5863,6757,4278
5864,6758,4273
5865,6760,4272
5866,6767,4278
5867,6766,4274
5868,6765,4271
5869,6767,4267
5870,6762,4269
5871,6756,4272
5872,6750,4277
5873,6750,4276
5874,6756,4273
5875,6762,4273
5876,6767,4273
5877,6765,4279
5878,6763,4281
5879,6769,4276
5880,6770,4279
5881,6774,4277
5882,6771,4278
5883,6778,4278
5884,6784,4279
5885,6791,4279
5886,6789,4277
5887,6783,4275
5888,6777,4279
5889,6780,4276
5890,6780,4275
5891,6781,4277
5892,6780,4279
5893,6783,4276
5894,6780,4274
5895,6786,4278
5896,6780,4273
5897,6787,4268
5898,6786,4274
5899,6794,4279
5900,6798,4283
5901,6803,4285
5902,6801,4291
5903,6797,4296
5904,6794,4294
5905,6791,4298
5906,6785,4297
5907,6790,4297
5908,6793,4293
5909,6798,4288
5910,6797,4287
5911,6793,4291
5912,6797,4297
5913,6793,4296
5914,6788,4299
5915,6790,4297
5916,6798,4298
5917,6806,4294
5918,6807,4298
5919,6803,4295
5920,6804,4301
5921,6810,4307
5922,6816,4307
5923,6820,4313
5924,6815,4310
5925,6821,4315
5926,6820,4317
5927,6827,4319
5928,6831,4322
5929,6829,4319
5930,6825,4325
5931,6822,4327
5932,6818,4325
5933,6816,4326
5934,6821,4331
5935,6825,4327
5936,6820,4323
5937,6819,4325
5938,6818,4325
5939,6826,4326
5940,6831,4330
5941,6839,4331
5942,6837,4337
5943,6844,4342
5944,6842,4344
5945,6841,4345
5946,6844,4350
5947,6846,4355
5948,6844,4353
5949,6841,4357
5950,6846,4356
5951,6850,4351
5952,6847,4354
5953,6842,4358
5954,6846,4361
5955,6843,4362
5956,6840,4359
5957,6846,4365
5958,6848,4362
5959,6855,4365
5960,6862,4366
5961,6870,4363
5962,6869,4366
5963,6875,4364
5964,6879,4365
5965,6875,4361
5966,6882,4359
5967,6877,4356
5968,6880,4352
5969,6874,4351
5970,6874,4348
5971,6882,4353
5972,6878,4348
5973,6880,4351
5974,6874,4355
5975,6876,4361
5976,6880,4361
5977,6883,4364
5978,6880,4361
5979,6888,4363
5980,6885,4369
5981,6883,4374
5982,6884,4379
5983,6889,4380
5984,6896,4383
5985,6892,4380
5986,6900,4379
5987,6894,4383
5988,6901,4386
5989,6898,4385
5990,6905,4389
5991,6909,4384
5992,6907,4381
5993,6907,4379
5994,6901,4374
5995,6900,4370
5996,6897,4375
5997,6903,4381
5998,6898,4380
5999,6899,4384
6000,6896,4389
6001,6896,4384
6002,6900,4388
6003,6908,4393
6004,6904,4389
6005,6904,4389
6006,6904,4393
6007,6898,4396
6008,6905,4392
6009,6908,4396
6010,6916,4392
6011,6915,4391
6012,6916,4393
6013,6917,4395
6014,6921,4394
6015,6920,4400
6016,6919,4404
6017,6916,4400
6018,6923,4399
6019,6928,4399
6020,6935,4405
6021,6929,4404
6022,6923,4406
6023,6924,4406
6024,6927,4401
6025,6921,4397
6026,6916,4393
6027,6919,4390
6028,6918,4392
6029,6913,4392
6030,6915,4391
6031,6917,4396
6032,6924,4399
6033,6922,4398
6034,6919,4396
6035,6915,4399
6036,6918,4400
6037,6919,4401
6038,6925,4397
6039,6924,4401
6040,6931,4403
6041,6933,4402
6042,6931,4407
6043,6932,4412
6044,6933,4418
6045,6941,4416
6046,6936,4420
6047,6936,4420
6048,6942,4423
6049,6947,4425
6050,6955,4421
6051,6958,4426
6052,6960,4425
6053,6965,4430
6054,6972,4425
6055,6974,4425
6056,6980,4426
6057,6988,4426
6058,6989,4421
6059,6997,4421
6060,6998,4426
6061,7002,4421
6062,7001,4418
6063,7003,4422
6064,7004,4422
6065,7004,4421
6066,7004,4426
6067,7007,4430
6068,7010,4433
6069,7009,4431
6070,7017,4437
6071,7023,4439
6072,7025,4435
6073,7030,4440
6074,7027,4436
6075,7033,4431
6076,7038,4426
6077,7034,4422
6078,7032,4428
6079,7026,4434
6080,7026,4438
6081,7023,4438
6082,7021,4437
6083,7026,4441
6084,7027,4441
6085,7023,4437
6086,7017,4433
6087,7013,4438
6088,7010,4438
6089,7008,4436
6090,7004,4437
6091,6998,4438
6092,6998,4437
6093,6993,4437
6094,6990,4438
6095,6998,4434
6096,7004,4434
6097,7001,4437
6098,6999,4439
6099,7007,4439
6100,7013,4435
6101,7009,4434
6102,7003,4435
6103,6999,4431
6104,7007,4427
6105,7014,4429
6106,7008,4433
6107,7012,4431
6108,7007,4426
6109,7002,4421
6110,7007,4421
6111,7007,4416
6112,7005,4415
6113,7004,4412
6114,7000,4408
6115,6997,4405
6116,6994,4411
6117,6995,4414
6118,7002,4410
6119,6998,4407
6120,6997,4413
6121,6997,4413
6122,6995,4408
6123,7003,4411
6124,6997,4407
6125,6998,4402
6126,6995,4404
6127,6989,4404
6128,6985,4399
6129,6987,4405
6130,6995,4401
6131,6999,4400
6132,7000,4400
6133,6995,4396
6134,6993,4395
6135,6996,4399
6136,6996,4403
6137,7004,4399
6138,7003,4404
6139,7006,4404
6140,7003,4402
6141,7001,4397
6142,6995,4396
6143,7002,4399
6144,7003,4398
6145,7006,4399
6146,7005,4394
6147,7003,4391
6148,7006,4386
6149,7004,4385
6150,7008,4390
6151,7004,4386
6152,7010,4382
6153,7012,4377
6154,7012,4378
6155,7011,4378
6156,7017,4375
6157,7023,4370
6158,7018,4365
6159,7017,4367
6160,7025,4366
6161,7026,4372
6162,7020,4372
6163,7025,4367
6164,7022,4363
6165,7023,4363
6166,7017,4365
6167,7019,4367
6168,7021,4368
6169,7023,4363
6170,7018,4363
6171,7023,4362
6172,7024,4357
6173,7018,4359
6174,7013,4365
6175,7011,4368
6176,7017,4364
6177,7016,4365
6178,7010,4368
6179,7017,4371
6180,7016,4376
6181,7017,4379
6182,7017,4384
6183,7017,4389
6184,7016,4389
6185,7019,4387
6186,7017,4391
6187,7014,4388
6188,7017,4393
6189,7018,4388
6190,7014,4386
6191,7013,4381
6192,7021,4377
6193,7026,4381
6194,7020,4381
6195,7028,4386
6196,7030,4386
6197,7037,4384
6198,7045,4389
6199,7040,4387
6200,7034,4389
6201,7036,4389
6202,7037,4391
6203,7033,4391
6204,7037,4388
6205,7038,4387
6206,7036,4384
6207,7044,4382
6208,7040,4384
6209,7034,4382
6210,7037,4384
6211,7031,4387
6212,7034,4390
6213,7036,4394
6214,7038,4389
6215,7032,4389
6216,7040,4393
6217,7043,4394
6218,7041,4395
6219,7049,4399
6220,7052,4402
6221,7054,4398
6222,7055,4403
6223,7058,4406
6224,7065,4412
6225,7064,4409
6226,7067,4414
6227,7062,4409
6228,7065,4409
6229,7069,4411
6230,7072,4412
6231,7067,4411
6232,7072,4410
6233,7071,4416
6234,7068,4416
6235,7070,4413
6236,7068,4413
6237,7062,4412
6238,7064,4415
6239,7068,4419
6240,7069,4421
6241,7063,4422
6242,7065,4427
6243,7066,4430
6244,7063,4431
6245,7068,4435
6246,7065,4438
6247,7068,4434
6248,7063,4433
6249,7057,4434
6250,7057,4437
6251,7055,4438
6252,7063,4441
6253,7062,4443
6254,7061,4446
6255,7063,4449
6256,7064,4444
6257,7070,4440
6258,7078,4441
6259,7078,4445
6260,7072,4447
6261,7079,4444
6262,7084,4442
6263,7089,4445
6264,7090,4450
6265,7097,4452
6266,7104,4453
6267,7111,4459
6268,7113,4464
6269,7109,4468
6270,7107,4464
6271,7110,4470
6272,7105,4472
6273,7109,4471
6274,7103,4474
6275,7106,4474
6276,7101,4470
6277,7102,4466
6278,7107,4463
6279,7104,4460
6280,7104,4458
6281,7103,4461
6282,7105,4462
6283,7103,4463
6284,7107,4462
6285,7110,4460
6286,7104,4455
6287,7109,4460
6288,7117,4464
6289,7119,4470
6290,7120,4471
6291,7123,4467
6292,7124,4471
6293,7131,4473
6294,7138,4469
6295,7144,4472
6296,7141,4474
6297,7148,4473
6298,7151,4475
6299,7148,4470
6300,7145,4467
6301,7144,4466
6302,7146,4467
6303,7144,4467
6304,7141,4473
6305,7140,4474
6306,7147,4480
6307,7147,4483
6308,7141,4481
6309,7135,4487
6310,7139,4492
6311,7140,4489
6312,7148,4487
6313,7142,4492
6314,7141,4488
6315,7136,4488
6316,7144,4484
6317,7140,4484
6318,7147,4481
6319,7145,4479
6320,7148,4479
6321,7148,4477
6322,7150,4479
6323,7147,4478
6324,7144,4473
6325,7150,4473
6326,7158,4472
